_id,path,sentence,api_sentence,time,location,sex,compare,wer_autosub_whisper,visitted,gold_sentence,labeled,humman,date_labeld
658be9219fd2e0dfa70252b5,audios/phandong_nam_nu/phandong_nam_nu.mp3_214016_218368.wav,Kể từ năm 1975 đến đầu năm 1990,kể từ năm 1975 đến đầu năm 1990.,4.352,nam,nu,true,0,true,Kể từ năm 1975 đến đầu năm 1990,true,openAI/whisper,
658be95a9fd2e0dfa70252e5,audios/phandong_nam_nu/phandong_nam_nu.mp3_340223_342527.wav,Tuổi 17 bẻ gãy sừng trâu,tuổi 17 bẻ gãy sừng trâu,2.304,nam,nu,true,0,true,Tuổi 17 bẻ gãy sừng trâu,true,openAI/whisper,
658be9669fd2e0dfa70252ee,audios/phandong_nam_nu/phandong_nam_nu.mp3_365567_367359.wav,Vào đầu tháng 6 mùa hè,vào đầu tháng 6 mùa hè.,1.792,nam,nu,true,0,true,Vào đầu tháng 6 mùa hè,true,openAI/whisper,
658be9819fd2e0dfa7025302,audios/phandong_nam_nu/phandong_nam_nu.mp3_421631_423167.wav,Sau 2 ngày bận rộn,Sau 2 ngày bận rộn.,1.536,nam,nu,true,0,true,Sau 2 ngày bận rộn,true,openAI/whisper,
658be9b29fd2e0dfa7025327,audios/phandong_nam_nu/phandong_nam_nu.mp3_528383_530175.wav,Ở tuổi chưa đến 20,ở tuổi chưa đến 20.,1.792,nam,nu,true,0,true,Ở tuổi chưa đến 20,true,openAI/whisper,
658be9b89fd2e0dfa702532c,audios/phandong_nam_nu/phandong_nam_nu.mp3_539647_543487.wav,Dành cho các em dưới 16 tuổi đến trại tị nạn một mình,dành cho các em dưới 16 tuổi đến trại ti nạn một mình.,3.84,nam,nu,false,0.07692307692307693,true,Dành cho các em dưới 16 tuổi đến trại tị nạn một mình,true,minh,2023-12-28T16:20:01.341Z
658be9ba9fd2e0dfa702532d,audios/phandong_nam_nu/phandong_nam_nu.mp3_543999_546559.wav,Tôi thấy các em nhỏ nhất chỉ mới 6 tuổi,Tôi thấy các em nhỏ nhất chỉ mới 6 tuổi,2.56,nam,nu,true,0,true,Tôi thấy các em nhỏ nhất chỉ mới 6 tuổi,true,openAI/whisper,
658be9c49fd2e0dfa7025335,audios/phandong_nam_nu/phandong_nam_nu.mp3_565759_567551.wav,Cậu bé Tuy mới 11 tuổi,Cậu bé tuy mới 11 tuổi.,1.792,nam,nu,true,0,true,Cậu bé Tuy mới 11 tuổi,true,openAI/whisper,
658be9c59fd2e0dfa7025336,audios/phandong_nam_nu/phandong_nam_nu.mp3_567807_571903.wav,Nhưng có sự khôn ngoan và nét chững chạc của một người ngoài 20,nhưng có sự khôn ngoan và nét chẫn trà của một người ngoài 20.,4.096,nam,nu,false,0.14285714285714285,true,Nhưng có sự khôn ngoan và nét chững chạc của một người ngoài 20,true,minh,2023-12-28T16:42:17.265Z
658be9cb9fd2e0dfa702533b,audios/phandong_nam_nu/phandong_nam_nu.mp3_583935_585983.wav,Một em gái mới 13 tuổi,Một em gái mới 13 tuổi.,2.048,nam,nu,true,0,true,Một em gái mới 13 tuổi,true,openAI/whisper,
658be9dc9fd2e0dfa7025348,audios/phandong_nam_nu/phandong_nam_nu.mp3_618495_623871.wav,Dù mới 15 tuổi nhà cửa bị tịch thu ba bị giam ở Khám Chí Hòa,"Dù mới 15 tuổi, nhà cửa bị tịch thu, ba bị giam ở khám chí hòa.",5.376,nam,nu,true,0,true,Dù mới 15 tuổi nhà cửa bị tịch thu ba bị giam ở Khám Chí Hòa,true,openAI/whisper,
658be9f19fd2e0dfa7025358,audios/phandong_nam_nu/phandong_nam_nu.mp3_668415_670463.wav,Em nhỏ nhất chỉ mới 20,Em nhỏ nhất chỉ mới 20,2.048,nam,nu,true,0,true,Em nhỏ nhất chỉ mới 20,true,openAI/whisper,
658bea479fd2e0dfa7025396,audios/phandong_nam_nu/phandong_nam_nu.mp3_839167_840447.wav,Mỗi tuần 2 lần,mỗi tuần 2 lần.,1.28,nam,nu,true,0,true,Mỗi tuần 2 lần,true,openAI/whisper,
658bea689fd2e0dfa70253ad,audios/phandong_nam_nu/phandong_nam_nu.mp3_911103_914175.wav,Một khởi đầu từ con số 0 ở quê hương thứ hai,Một khởi đầu từ con số 0 ở quê hương thứ 2.,3.072,nam,nu,false,0.08333333333333333,true,Một khởi đầu từ con số 0 ở quê hương thứ hai,true,minh,2023-12-28T16:15:43.910Z
658bea989fd2e0dfa70253d3,audios/phandong_nam_nu/phandong_nam_nu.mp3_1021695_1025279.wav,Gần 6 tháng học về American culture,gần 6 tháng học về American culture.,3.584,nam,nu,true,0,true,Gần 6 tháng học về American culture,true,openAI/whisper,
658beab19fd2e0dfa70253e4,audios/phandong_nam_nu/phandong_nam_nu.mp3_1084159_1088767.wav,Và mang sức sống của tuổi 20 lao vào đất nước tự do và cơ hội,và mang sức sống của tuổi 20 lao vào đất nước tự do và cơ hội.,4.608,nam,nu,true,0,true,Và mang sức sống của tuổi 20 lao vào đất nước tự do và cơ hội,true,openAI/whisper,
658beac79fd2e0dfa70253f7,audios/phandong_nam_nu/phandong_nam_nu.mp3_1134847_1136639.wav,Dưới 40 độ F,dưới 40 độ F.,1.792,nam,nu,true,0,true,Dưới 40 độ F,true,openAI/whisper,
658bead09fd2e0dfa70253fc,audios/phandong_nam_nu/phandong_nam_nu.mp3_1153535_1159423.wav,Chịu không nổi cái lạnh gần đông đá từ 32 đến 39 độ F của mùa đông thứ nhất ở Mỹ,chịu không nổi khí lạnh gần đông đá từ 32 đến 39 độ F của mùa đông thứ nhất ở Mỹ.,5.888,nam,nu,false,0.047619047619047616,true,Chịu không nổi cái lạnh gần đông đá từ 32 đến 39 độ F của mùa đông thứ nhất ở Mỹ,true,toan,2023-12-28T16:03:33.892Z
658bead69fd2e0dfa7025402,audios/phandong_nam_nu/phandong_nam_nu.mp3_1170943_1173759.wav,Đã 14 tuổi để đi học và đi làm,đã 14 tuổi để đi học và đi làm.,2.816,nam,nu,true,0,true,Đã 14 tuổi để đi học và đi làm,true,openAI/whisper,
658beade9fd2e0dfa7025408,audios/phandong_nam_nu/phandong_nam_nu.mp3_1187583_1190143.wav,Sau gần 10 năm miền Nam sụp đổ,Sau gần 10 năm miền Nam sụp đổ.,2.56,nam,nu,true,0,true,Sau gần 10 năm miền Nam sụp đổ,true,openAI/whisper,
658beafd9fd2e0dfa702541e,audios/phandong_nam_nu/phandong_nam_nu.mp3_1256447_1258239.wav,Nhưng tôi chỉ được gần 2 phút,Nhưng tôi chỉ được gần 2 phút.,1.792,nam,nu,true,0,true,Nhưng tôi chỉ được gần 2 phút,true,openAI/whisper,
658beb149fd2e0dfa702542f,audios/phandong_nam_nu/phandong_nam_nu.mp3_1304576_1307904.wav,Mùi vị đắng cay sau năm 75 ở quê nhà vẫn kéo dài,Mùi vị đắng cay sau năm 1975 ở quê nhà vẫn kéo dài.,3.328,nam,nu,false,0.07692307692307693,true,Mùi vị đắng cay sau năm 75 ở quê nhà vẫn kéo dài,true,minh,2023-12-28T16:15:43.911Z
658beb8d9fd2e0dfa702548d,audios/phandong_nam_nu/phandong_nam_nu.mp3_1572864_1577216.wav,Hắn kể cho tôi nghe về chuyện em đến Mỹ một mình ở tuổi 12,Hăn kể cho tôi nghe về chuyện em đến Mỹ một mình ở tuổi 12.,4.352,nam,nu,false,0.06666666666666667,true,Hanh kể cho tôi nghe về chuyện em đến Mỹ một mình ở tuổi 12.,true,toan,2023-12-28T14:19:01.104Z
658bebb19fd2e0dfa70254a7,audios/phandong_nam_nu/phandong_nam_nu.mp3_1640448_1643520.wav,Một em nhỏ tị nạn Việt Nam mới 11 tuổi,một em nhỏ tỷ nạn Việt Nam mới 11 tuổi.,3.072,nam,nu,false,0.1,true,Một em nhỏ tị nạn Việt Nam mới 11 tuổi,true,toan,2023-12-28T14:06:38.764Z
658bebbd9fd2e0dfa70254af,audios/phandong_nam_nu/phandong_nam_nu.mp3_1663744_1668864.wav,Chăm chỉ học hành nên em được vào thẳng lớp 7 như các em học sinh bản xứ,chăm chỉ học hành nên em được vào thẳng lớp 7 như các em học sinh bản xứ.,5.12,nam,nu,true,0,true,Chăm chỉ học hành nên em được vào thẳng lớp 7 như các em học sinh bản xứ,true,openAI/whisper,
658bebc29fd2e0dfa70254b3,audios/phandong_nam_nu/phandong_nam_nu.mp3_1678080_1680896.wav,Với thành tích học tập xuất sắc trong 4 năm trung học,với thành tích học tập xuất sắc trong 4 năm trung học.,2.816,nam,nu,true,0,true,Với thành tích học tập xuất sắc trong 4 năm trung học,true,openAI/whisper,
658bebe59fd2e0dfa70254cc,audios/phandong_nam_nu/phandong_nam_nu.mp3_1761536_1763072.wav,1 sọc trắng sọc đỏ,"1 sọc trắng, sọc đỏ",1.536,nam,nu,true,0,true,1 sọc trắng sọc đỏ,true,openAI/whisper,
658bebe69fd2e0dfa70254cd,audios/phandong_nam_nu/phandong_nam_nu.mp3_1763584_1765632.wav,Với 50 ngôi sao của Mỹ,với 50 ngôi sao của Mỹ.,2.048,nam,nu,true,0,true,Với 50 ngôi sao của Mỹ,true,openAI/whisper,
658bebe99fd2e0dfa70254d0,audios/phandong_nam_nu/phandong_nam_nu.mp3_1771264_1772544.wav,Năm 18 tuổi,năm 18 tuổi.,1.28,nam,nu,true,0,true,Năm 18 tuổi,true,openAI/whisper,
658bed209fd2e0dfa70255a7,audios/truyenma_nam_nu/truyenma_nam_nu.mp3_392959_396287.wav,Người ta phải đi Năm vạn bước chân và trèo 50 dốc núi,Người ta phải đi 5 vạn bước chân và trèo 50 dốc núi.,3.328,nam,nu,false,0.07692307692307693,true,Người ta phải đi 5 vạn bước chân và trèo 50 dốc núi.,true,toan,2023-12-28T16:03:33.897Z
658bee719fd2e0dfa702567f,audios/truyenma_nam_nu/truyenma_nam_nu.mp3_1118719_1124351.wav,Thế nhưng với một đứa trẻ vừa tròn 10 tuổi thì nỗi sợ ấy chẳng là gì so với trận đòn roi của cha mẹ,Thế nhưng với một đứa trẻ vừa tròng 10 tuổi thì nỗi sợ ấy chẳng là gì so với trận đòn roi của cha mẹ.,5.632,nam,nu,false,0.04,true,Thế nhưng với một đứa trẻ vừa tròn 10 tuổi thì nỗi sợ ấy chẳng là gì so với trận đòn roi của cha mẹ,true,toan,2023-12-28T16:10:19.995Z
658beeff9fd2e0dfa70256e1,audios/truyenma_nam_nu/truyenma_nam_nu.mp3_1408256_1412864.wav,Bà cụ đi nhanh đến nỗi một thằng bé 10 tuổi như ông thật lúc ấy cũng phải nhanh chân mới đuổi kịp,Bà Cụ đi nhanh đến nỗi một thằng bé 10 tuổi như ông Thập lúc ấy cũng phải nhanh chân mới đuổi kịp.,4.608,nam,nu,false,0.043478260869565216,true,Bà Cụ đi nhanh đến nỗi một thằng bé 10 tuổi như ông Thập lúc ấy cũng phải nhanh chân mới đuổi kịp.,true,minh,2023-12-28T16:11:42.584Z
658bef4d9fd2e0dfa7025719,audios/truyenma_nam_nu/truyenma_nam_nu.mp3_1574400_1578496.wav,Đêm hôm ấy cả làng địa ngục mất ngủ vì tiếng một thằng nhóc 10 tuổi khóc,"Đêm hôm ấy, cả làng địa ngục mất ngủ vì tiếng một thằng nhóc 10 tuổi khóc.",4.096,nam,nu,true,0,true,Đêm hôm ấy cả làng địa ngục mất ngủ vì tiếng một thằng nhóc 10 tuổi khóc,true,openAI/whisper,
658bf26c9fd2e0dfa7025949,audios/tuyenma_nam_nam/tuyenma_nam_nam.mp3_811263_812799.wav,Không hiểu sao 20 năm nay,Không hiểu sao 20 năm nay,1.536,nam,nam,true,0,true,Không hiểu sao 20 năm nay,true,openAI/whisper,
658da39d20d431f00fec0c68,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_6144_9728.wav,chào mừng quý vị đến với chương trình 60 giây của đài truyền hình thành phố hồ chí minh,chào mừng quý vị đến với chương trình 60 giây của đài truyền hình thành phố hồ chí minh,3.584,nam,nam,true,0,true,chào mừng quý vị đến với chương trình 60 giây của đài truyền hình thành phố hồ chí minh,true,openAI/whisper,
658da3d420d431f00fec0c89,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_122112_123904.wav,đầu tháng 12 nhiều ngân hàng thương mại,đầu tháng 12 nhiều ngân hàng thương mại,1.792,nam,nam,true,0,true,đầu tháng 12 nhiều ngân hàng thương mại,true,openAI/whisper,
658da3dd20d431f00fec0c8f,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_136960_138752.wav,kéo dài đến hết năm 2023,kéo dài đến hết năm 2023,1.792,nam,nam,true,0,true,kéo dài đến hết năm 2023,true,openAI/whisper,
658da3f020d431f00fec0c97,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_168960_173312.wav,riêng tại thành phố hồ chí minh tiền gửi tiết kiệm dân cư chiếm khoảng 40 tổng tiền gửi,riêng tại thành phố hồ chí minh tiền gửi tiết kiệm dân cư chiếm khoảng 40 tổng tiền gửi,4.352,nam,nam,true,0,true,riêng tại thành phố hồ chí minh tiền gửi tiết kiệm dân cư chiếm khoảng 40 tổng tiền gửi,true,openAI/whisper,
658da40720d431f00fec0ca5,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_210432_211200.wav,lần thứ 21,lần thứ 21,0.7680625,nam,nam,true,0,true,lần thứ 21,true,openAI/whisper,
658da44c20d431f00fec0cc7,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_351999_355583.wav,đường lê duẩn đoạn từ đường nguyễn bỉnh khiêm đến đường đinh tiên hoàng quận 1,đường lê duận đoạn từ đường nguyễn bỉnh khiêm đến đường đinh tiên hoàng quận 1,3.5840625,nam,nu,false,0.0625,true,đường lê duẩn đoạn từ đường nguyễn bỉnh khiêm đến đường đinh tiên hoàng quận 1,true,hieu,2023-12-29T10:15:41.845Z
658da47f20d431f00fec0ce5,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_428543_430847.wav,một số em học sinh lớp 7c đã sang lớp 6a,một số em học sinh lớp 7c đã sang lớp 6a,2.304,nam,nam,true,0,true,một số em học sinh lớp 7c đã sang lớp 6a,true,openAI/whisper,
658da49520d431f00fec0cf3,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_469503_471807.wav,4 thành viên của nhóm nhạc nữ kpop blackpink,4 thành viên của nhóm nhạc nữ kpop blackpink,2.304,nam,nam,true,0,true,4 thành viên của nhóm nhạc nữ kpop blackpink,true,openAI/whisper,
658da4ac20d431f00fec0cfd,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_515071_518911.wav,công tác tìm kiếm cứu hộ kéo dài nhiều giờ và đã kết thúc trong đêm 5 tháng 12,công tác tìm kiếm của hồ kéo dài nhiều giờ và đã kết thúc trong đêm 5 tháng 12,3.84,nam,nam,false,0.10526315789473684,true,công tác tìm kiếm cứu hộ kéo dài nhiều giờ và đã kết thúc trong đêm 5 tháng 12,true,hieu,2023-12-29T10:00:45.563Z
658da4b120d431f00fec0cff,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_526335_529151.wav,theo quan chức địa phương đã có ít nhất 12 người thiệt mạng,theo quan chức địa phương đã có ít nhất 12 người thiệt mạng,2.8160625,nam,nam,true,0,true,theo quan chức địa phương đã có ít nhất 12 người thiệt mạng,true,openAI/whisper,
658da4f720d431f00fec0d27,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_647167_651007.wav,sự kiện nhà máy đầu tiên sẽ đi vào hoạt động ở thụy sĩ vào tháng 2 năm tới,sự kiến nhà máy đầu tiên sẽ đi vào hoạt động ở thụy sĩ vào tháng 2 năm tới,3.84,nam,nam,false,0.05263157894736842,true,dự kiến nhà máy đầu tiên sẽ đi vào hoạt động ở thụy sĩ vào tháng 2 năm tới,true,toan,2023-12-29T09:35:29.592Z
658da51f20d431f00fec0d3e,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_718847_721663.wav,và đạt được thỏa thuận với các hãng phim lớn vào tháng 11,và đạt được thỏa thuận với các hãng phim lớn vào tháng 11,2.8160625,nam,nam,true,0,true,và đạt được thỏa thuận với các hãng phim lớn vào tháng 11,true,openAI/whisper,
658da52220d431f00fec0d40,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_727295_731391.wav,yg entertainment của hàn quốc thông báo vào sáng ngày 6 tháng 12 lần,yg entertainment của hàn quốc thông báo vào sáng ngày 6 tháng 12 rằng,4.0960625,nam,nam,false,0.07142857142857142,true,yg entertainment của hàn quốc thông báo vào sáng ngày 6 tháng 12 rằng,true,minh,2023-12-29T10:06:11.400Z
658da56c20d431f00fec0d69,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_887039_889087.wav,160 người gồm nhiều lực lượng,160 người gồm nhiều lực lượng,2.0480625,nam,nam,true,0,true,160 người gồm nhiều lực lượng,true,openAI/whisper,
658da56e20d431f00fec0d6a,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_891647_897023.wav,theo kịch bản nhân viên của viện nghiên cứu hạt nhân vận chuyển nguồn phóng xạ hở y 131 ra xe,theo kịch bản nhân viên của viện nghiên cứu hạt nhân vận chuyển nguồn phóng xà hở y131 ra xe,5.3760625,nam,nam,false,0.14285714285714285,true,theo kịch bản nhân viên của viện nghiên cứu hạt nhân vận chuyển nguồn phóng xạ hở y131 ra xe,true,hieu,2023-12-29T09:19:51.474Z
658da57120d431f00fec0d6b,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_897535_902399.wav,lúc này tại hành lang nhào bột xuất hiện đám cháy lớn các nhân viên mất bình tĩnh làm ngã xe đẩy,lúc này tại hành lan nhà 1 xuất hiện đám cháy lớn các nhân viên mất bình tĩnh làm ngã xe đẩy,4.864,nam,nam,false,0.13636363636363635,true,lúc này tại hành lang nhà 1 xuất hiện đám cháy lớn các nhân viên mất bình tĩnh làm ngã xe đẩy,true,hieu,2023-12-29T09:35:36.362Z
658da57d20d431f00fec0d71,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_918527_921343.wav,công bố nguy cơ sự cố cấp 3 và mức báo động cấp 3,công bố nguy cơ sự cố cấp 3 và mức báo động cấp 3,2.8160625,nam,nam,true,0,true,công bố nguy cơ sự cố cấp 3 và mức báo động cấp 3,true,openAI/whisper,
658da5da20d431f00fec0da7,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_1085951_1090559.wav,theo sở y tế tỉnh nghệ an các bác sĩ đã thăm khám cho 81 công nhân của công ty dầu tiếng,theo sở y tế tỉnh nghệ an các bác sĩ đã thăm khám cho 81 công nhân của công ty châu tiến,4.608,nam,nam,false,0.09090909090909091,true,theo sở y tế tỉnh nghệ an các bác sĩ đã thăm khám cho 81 công nhân của công ty châu tiến,true,toan,2023-12-29T09:45:21.701Z
658da5e020d431f00fec0dac,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_1099263_1103615.wav,ngoài 81 công nhân đã được thăm khám hiện còn hơn 30 người từng làm việc tại công ty này,ngoài 81 công nhân đã được thăm khám hiện còn hơn 30 người từng làm việc tại công ty này,4.352,nam,nam,true,0,true,ngoài 81 công nhân đã được thăm khám hiện còn hơn 30 người từng làm việc tại công ty này,true,openAI/whisper,
658da5eb20d431f00fec0db2,audios/60_GIÂY_CHIỀU__THÁNG_12_2023___HTV_Tin_Tức_2023/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht/60_Giy_Chiu__Ngy_06122023__HTV_Tin_Tc_Mi_Nht_1120767_1125887.wav,do mưa lớn kéo dài trong những ngày qua nghĩa vụ sạt lở đã xảy ra trên tuyến tỉnh lộ 624,do mưa lớn kéo dài trong những ngày qua nhiều vụ sát lỡ đã xảy ra trên tuyến tỉnh lộ 624,5.12,nam,nam,false,0.14285714285714285,true,do mưa lớn kéo dài trong những ngày qua nhiều vụ sát lỡ đã xảy ra trên tuyến tỉnh lộ 624,true,toan,2023-12-29T09:25:20.464Z
